Base Word,Guideword,Level,Part of Speech,Topic
memory,MIND,C2,noun,
merger,,C2,noun,
mishap,,C2,noun,
mixture,SUBSTANCE,B2,noun,
Monday,,A1,noun,
monopoly,,C2,noun,
morning,PART OF DAY,A1,noun,
muddle,,C2,noun,
mystery,,B1,noun,
night,DARK PERIOD,A1,noun,
night,EVENING,A1,noun,
noise,,A1,noun,
November,,A1,noun,
October,,A1,noun,
omission,,C2,noun,
means,METHOD,B2,noun,
odds,PROBABILITY,C1,noun,
the last minute,,B2,noun,
loss,DISADVANTAGE,C2,noun,
manner,WAY,B2,noun,
manner,BEHAVIOUR,B2,noun,
match,SUITABLE,C2,noun,
mess,PROBLEMS,B2,noun,
mix,,B1,noun,
mixture,STYLES/IDEAS,B2,noun,
need,NECESSARY THING,B2,noun,
note,FEELING,C1,noun,
jump,FEAR,B2,verb,
keep,FOOD,B2,verb,
lecture,,C2,verb,
lie,OBJECT,B1,verb,
lie,PLACE,B1,verb,
lie,RESPONSIBILITY/BLAME,C2,verb,
linger,,C2,verb,
live,BE ALIVE,B1,verb,
live,STAY ALIVE,C2,verb,
look,DIRECTION,B2,verb,
loom,APPEAR,C2,verb,
loom,WORRY,C2,verb,
matter,,A2,verb,
mingle,TALK,C1,verb,
moan,SOUND,C2,verb,
mount,INCREASE,C2,verb,
occur,,B2,verb,
injure,,B1,verb,
install,COMPUTER,B1,verb,
intend,HAVE PLAN,B1,verb,
interrupt,STOP HAPPENING,B2,verb,
interview,,B1,verb,
introduce,MEETING PEOPLE,B1,verb,
invite,REACTION,C2,verb,
involve,NECESSARY PART,B1,verb,
involve,AFFECT/INCLUDE,B1,verb,
involve,TAKE PART,B2,verb,
juggle,,C2,verb,
keep,HAVE,A2,verb,
keep,STAY,A2,verb,
keep,DELAY,B1,verb,
keep,PROVIDE MONEY,C1,verb,
know,BE FAMILIAR WITH,B1,verb,
know,GUESS CORRECTLY,C2,verb,
label,INFORMATION,C1,verb,
label,DESCRIBE,C2,verb,
lack,NOT HAVE,B2,verb,
land,ACHIEVE,C2,verb,
launch,NEW PRODUCT,B2,verb,
leak,SECRETS,C2,verb,
leave,STAY IN SAME CONDITION,B2,verb,
leave,DO LATER,C2,verb,
let,ALLOW,B1,verb,
light,MAKE BRIGHT,B2,verb,
line,,C2,verb,
link,,B2,verb,
loathe,,C2,verb,
lose,NOT HAVE,B1,verb,
lose,HAVE LESS,B1,verb,
lose,TIME/OPPORTUNITY,B2,verb,
love,FRIENDS/FAMILY,A1,verb,
love,ROMANCE/SEX,A1,verb,
lower,REDUCE,B2,verb,
lure,,C2,verb,
maintain,CONTINUE TO HAVE,B2,verb,
make,CAUSE,B1,verb,
make,EARN,B2,verb,
make,SUITABLE,C1,verb,
manage,USE TIME/MONEY,C1,verb,
mark,REPRESENT,C2,verb,
match,BE AS GOOD AS,C1,verb,
mean,INTEND,B1,verb,
mean,HAVE RESULT,B1,verb,
measure,FIND SIZE,B2,verb,
measure,JUDGE,C2,verb,
meet,ENOUGH,C1,verb,
meet,ACHIEVE,C2,verb,
mind,BE CAREFUL,B1,verb,
miss,TOO LATE,A2,verb,
miss,NOT SEE/HEAR,B1,verb,
miss,FAIL TO DO,B2,verb,
moderate,LESS EXTREME,C2,verb,
modify,,C1,verb,
motivate,CAUSE,C1,verb,
move,TIME,B2,verb,
name,CHOOSE,B2,verb,
need,MUST HAVE,A1,verb,
need,MUST BE DONE,B1,verb,
neglect,NOT GIVE ATTENTION,C1,verb,
nominate,,C1,verb,
number,GIVE A NUMBER,C1,verb,
number,BE AN AMOUNT,C2,verb,
nurse,,C2,verb,
observe,OBEY,C2,verb,
occupy,FILL,B2,verb,
offer,AGREE TO PAY,C1,verb,
offset,,C2,verb,
intensify,,C2,verb,
invest,MONEY,B2,verb,
investigate,,B2,verb,
jam,STUCK,C1,verb,
join,MEET,B1,verb,
judge,COMPETITION,C1,verb,
judge,BAD OPINION,C2,verb,
knit,,B1,verb,
know,HAVE INFORMATION,A1,verb,
know,BE CERTAIN,A2,verb,
lead,BE THE BEST,C2,verb,
leak,LIQUID,B2,verb,
leave,GO AWAY,A1,verb,
lend,BANK,B2,verb,
lengthen,,C1,verb,
lessen,,C1,verb,
live,SPEND LIFE,B1,verb,
load,MACHINE,B2,verb,
loosen,,C2,verb,
mark,PIECE OF WORK,B2,verb,
marry,,B1,verb,
match,BE THE SAME,B1,verb,
meet,INTRODUCE,A1,verb,
melt,,B2,verb,
mingle,MIX,C2,verb,
mix,COMBINE SUBSTANCES,A2,verb,
mix,COMBINE QUALITIES/ACTIVITIES,B1,verb,
murmur,,C2,verb,
negotiate,,C1,verb,
nod,,B2,verb,
kill,,A2,verb,
kill,END,C2,verb,
murder,,B1,verb,
OK,"NOT ILL/UPSET, ETC.",A1,adjective,body and health
moreover,,B2,adverb,communication
OK,ALLOWED,A2,adjective,communication
OK,GOOD,A2,adjective,describing things
laid-back,,C2,adjective,people: personality
mad,ANGRY,A2,adjective,people: personality
mad,CRAZY,B1,adjective,people: personality
inseparable,THINGS,C2,adjective,
insane,STUPID,C1,adjective,
irregular,GRAMMAR,B1,adjective,
notwithstanding,,C1,adverb,
likewise,,C2,adverb,
intent,PLAN,C2,noun,
miserable,NOT ENOUGH,C2,adjective,
OK,,A2,adverb,
intolerable,,C2,adjective,describing things
inseparable,FRIENDS,C2,adjective,relationships
irrational,,C2,adjective,people: personality
insignificant,,C1,adjective,describing things
intolerant,,C2,adjective,people: personality
irresponsible,,B2,adjective,people: personality
misleading,,B2,adjective,communication
injection,DRUG,C2,noun,body and health
misinterpretation,,C2,noun,communication
insensitive,PEOPLE,C1,adjective,people: personality
interactive,COMMUNICATION,C1,adjective,communication
interactive,COMPUTER GAMES,B2,adjective,technology
insane,ILL,C2,adjective,body and health
innate,,C2,adjective,people: personality
insecure,WORRIED,C1,adjective,people: personality
the Internet,,A1,noun,technology
irregular,SHAPE,B2,adjective,describing things
noticeable,,C1,adjective,describing things
musical,,A2,adjective,arts and media
medical,,B2,adjective,body and health
minimal,,C1,adjective,describing things
intellectual,THOUGHT,B2,adjective,people: personality
intellectual,INTERESTED IN IDEAS,C2,adjective,people: personality
liberal,SOCIETY,C1,adjective,people: personality
mental,,B2,adjective,people: personality
natural,FROM BIRTH,C1,adjective,people: personality
intellectual,,C2,noun,people: personality
liberal,POLITICS,C1,adjective,politics
national,,A2,adjective,politics
official,APPROVED,B2,adjective,politics
observant,,C2,adjective,people: personality
injured,,B2,adjective,body and health
limited,SMALL,B1,adjective,describing things
old-fashioned,,B1,adjective,describing things
middle-aged,,B1,adjective,people: appearance
interested,,A2,adjective,people: personality
irritated,,B2,adjective,people: personality
motivated,,B2,adjective,people: personality
narrow-minded,,C1,adjective,people: personality
married,WITH WIFE/HUSBAND,A2,adjective,relationships
innocent,NOT GUILTY,B2,adjective,crime
innocent,NOT DESERVED,B2,adjective,crime
lenient,,C2,adjective,crime
innocent,NO EXPERIENCE,B2,adjective,people: personality
intelligent,,B1,adjective,people: personality
negligible,,C2,adjective,describing things
magnetic,PERSONALITY,C1,adjective,people: personality
intriguing,,C2,adjective,describing things
off-putting,,C2,adjective,describing things
interesting,,A1,adjective,people: personality
irritating,,B2,adjective,people: personality
moving,,B2,adjective,people: personality
negative,NO,B2,adjective,communication
massive,,B2,adjective,describing things
negative,BAD,B2,adjective,describing things
lucrative,,C2,adjective,money
negative,NO ENTHUSIASM,B1,adjective,people: personality
objective,,B2,adjective,people: personality
obsessive,,C2,adjective,people: personality
offensive,,B2,adjective,people: personality
merciless,,C2,adjective,people: personality
musically,,C2,adverb,arts and media
medically,,C2,adverb,body and health
naturally,LIFE,C1,adverb,body and health
largely,,B2,adverb,communication
mainly,,B1,adverb,communication
necessarily,,B2,adverb,communication
legally,,B2,adverb,crime
lovely,ENJOYABLE,A2,adjective,describing things
lovely,BEAUTIFUL,A2,adjective,describing things
merely,ONLY,B2,adverb,describing things
merely,NOT LARGE,C2,adverb,describing things
moderately,,C2,adverb,describing things
negatively,,B2,adverb,describing things
nicely,WELL,B2,adverb,describing things
lively,,B1,adjective,people: personality
lonely,PERSON,B1,adjective,people: personality
intellectually,,C2,adverb,people: personality
intensely,SERIOUSLY,C2,adverb,people: personality
jealously,,B2,adverb,people: personality
kindly,,B1,adverb,people: personality
naturally,FROM BIRTH,C2,adverb,people: personality
nervously,,B2,adverb,people: personality
nicely,PLEASANTLY,B2,adverb,people: personality
measurement,SIZE,B2,noun,describing things
measurement,PROCESS,C2,noun,describing things
luxurious,,C1,adjective,describing things
marvellous,,B1,adjective,describing things
monotonous,,C1,adjective,describing things
numerous,,C1,adjective,describing things
jealous,UNHAPPY IN LOVE,B1,adjective,people: personality
jealous,WANTING SOMETHING,B2,adjective,people: personality
malicious,,C2,adjective,people: personality
nervous,,B1,adjective,people: personality
misty,,B2,adjective,natural world
lazy,PERSON,A2,adjective,people: personality
nosy,,C2,adjective,people: personality
lead,,B1,adjective,arts and media
literary,,B2,adjective,arts and media
live,,B1,adjective,arts and media
lead,FILM/PLAY,C2,noun,arts and media
mad,ILL,B1,adjective,body and health
non-smoking,,B2,adjective,body and health
itch,SKIN,B2,verb,body and health
little,EMPHASIZE,B2,adjective,communication
long,MANY WORDS,A2,adjective,communication
just,ONLY,B1,adverb,communication
just,EMPHASIS,B1,adverb,communication
maybe,SUGGEST,A2,adverb,communication
nevertheless,,B2,adverb,communication
no,NEGATIVE ANSWER,A1,adverb,communication
no,AGREE,A2,adverb,communication
madam,WOMAN,B1,noun,communication
material,INFORMATION,C1,noun,communication
nonsense,SILLY,B2,noun,communication
issue,,C2,verb,communication
offer,ASK,B1,verb,communication
legal,TO DO WITH LAW,B2,adjective,crime
legal,ALLOWED,B2,adjective,crime
legitimate,LEGAL,C2,adjective,crime
jury,COURT,B2,noun,crime
inner,LOCATION,B2,adjective,describing things
inside,UNDER SURFACE,B2,adjective,describing things
intense,EXTREME,C1,adjective,describing things
key,IMPORTANT,B2,adjective,describing things
large,BIG,A2,adjective,describing things
last,REMAINING,B1,adjective,describing things
left,,A2,adjective,describing things
left-hand,,A2,adjective,describing things
level,,B2,adjective,describing things
light,PALE,A1,adjective,describing things
light,NOT HEAVY,A2,adjective,describing things
light,NOT MUCH,B1,adjective,describing things
little,SMALL,A1,adjective,describing things
long,DISTANCE,A1,adjective,describing things
loud,,A2,adjective,describing things
low,AMOUNT/LEVEL,A2,adjective,describing things
low,NOT HIGH,B1,adjective,describing things
low,BAD QUALITY,B2,adjective,describing things
magnificent,,B1,adjective,describing things
main,MOST IMPORTANT,B1,adjective,describing things
marginal,,C2,adjective,describing things
maximum,,B1,adjective,describing things
medieval,,B2,adjective,describing things
mediocre,,C2,adjective,describing things
medium,,B1,adjective,describing things
mere,SMALL,B2,adjective,describing things
middle,CENTRAL,B2,adjective,describing things
middle,NOT HIGH OR LOW,C1,adjective,describing things
mild,SLIGHT,C1,adjective,describing things
minimum,,B1,adjective,describing things
minute,SMALL,C2,adjective,describing things
moderate,,C1,adjective,describing things
modest,NOT LARGE,B2,adjective,describing things
mundane,,C1,adjective,describing things
narrow,NOT WIDE,B1,adjective,describing things
nasty,BAD,B1,adjective,describing things
navy blue,,B1,adjective,describing things
near,DISTANCE,B1,adjective,describing things
nearby,,B1,adjective,describing things
new,RECENTLY CREATED,A1,adjective,describing things
nice,PLEASANT,A1,adjective,describing things
old,FROM THE PAST,A2,adjective,describing things
inside,CONTAINER,A2,adverb,describing things
least,LESS,B1,adverb,describing things
left,,A2,adverb,describing things
less,,A2,adverb,describing things
little,NOT ENOUGH,C1,adverb,describing things
low,,B1,adverb,describing things
more,GREATER NUMBER OF TIMES,B1,adverb,describing things
most,MORE,A2,adverb,describing things
much,OFTEN/ A LOT,B1,adverb,describing things
much,WITH ADJECTIVES,B1,adverb,describing things
near,DISTANCE,B1,adverb,describing things
nearby,,B1,adverb,describing things
inside,INNER PART,B2,noun,describing things
minimum,,B1,noun,describing things
mild,FOOD,B2,adjective,food and drink
off,FOOD,B2,adjective,food and drink
monetary,,C2,adjective,money
lose,MONEY,C1,verb,money
mild,WEATHER,B1,adjective,natural world
manual,WITH HANDS,B2,adjective,people: actions
look,SEARCH,B1,noun,people: actions
mark,DAMAGE/MAKE DIRTY,C1,verb,people: actions
match,CHOOSE,B1,verb,people: actions
little,YOUNG,A1,adjective,people: appearance
old,EXISTED MANY YEARS,A1,adjective,people: appearance
old,AGE,A1,adjective,people: appearance
inner,FEELINGS,B2,adjective,people: personality
intense,SERIOUS,C2,adjective,people: personality
irritable,,C2,adjective,people: personality
keen,INTERESTED,B1,adjective,people: personality
keen,WANTING TO DO,B1,adjective,people: personality
kind,,A2,adjective,people: personality
knowledgeable,,C1,adjective,people: personality
low,UNHAPPY,C1,adjective,people: personality
loyal,,B2,adjective,people: personality
mature,,B2,adjective,people: personality
mean,NOT GENEROUS,B2,adjective,people: personality
mean,NOT KIND,B2,adjective,people: personality
mechanical,BEHAVIOUR,C2,adjective,people: personality
miserable,UNHAPPY,B1,adjective,people: personality
miserable,UNPLEASANT,B2,adjective,people: personality
modest,NOT PROUD,C1,adjective,people: personality
naive,,C1,adjective,people: personality
nasty,UNKIND,B1,adjective,people: personality
nasty,ANGRY,B2,adjective,people: personality
naughty,,B2,adjective,people: personality
new,NOT FAMILIAR,B1,adjective,people: personality
nice,KIND,A1,adjective,people: personality
noble,GOOD,C1,adjective,people: personality
inside,FEELING,B2,adverb,people: personality
mentally,,B2,adverb,people: personality
interest,FEELING,B1,noun,people: personality
knowledge,UNDERSTANDING,B1,noun,people: personality
name,REPUTATION,B2,noun,people: personality
nuisance,,B2,noun,people: personality
move,FEELING,B2,verb,people: personality
left-wing,,C1,adjective,politics
intimate,RELATIONSHIP,C2,adjective,relationships
mechanical,MACHINES,B2,adjective,technology
off,NOT OPERATING,A2,adverb,technology
lift,RIDE,A2,noun,travel
jam,FILL,C2,verb,travel
manual,PHYSICAL WORK,B2,adjective,work
off,NOT AT WORK,A2,adverb,work
innumerable,,C2,adjective,
invaluable,,C1,adjective,
internal,,B2,adjective,
international,,A2,adjective,
insufficient,,C1,adjective,
irresistible,ATTRACTIVE,C2,adjective,
irresistible,STRONG,C2,adjective,
irreversible,,C2,adjective,
intrinsic,,C2,adjective,
injection,MONEY,C2,noun,
invariably,,C2,adverb,
internationally,,B1,adverb,
insecure,NOT SAFE,C2,adjective,
integral,,C1,adjective,
intermediate,,B1,adjective,
irregular,TIME,B2,adjective,
misinform,,C1,verb,
liable,RESPONSIBLE,C1,adjective,
memorable,,B2,adjective,
notable,,C1,adjective,
literal,,C2,adjective,
logical,,B2,adjective,
magical,WONDERFUL,B2,adjective,
magical,MAGIC,B2,adjective,
mathematical,,B2,adjective,
municipal,,C1,adjective,
musical,ABILITY,C1,adjective,
natural,NOT ARTIFICIAL,B1,adjective,
natural,EXPECTED,B2,adjective,
naval,,C2,adjective,
normal,,A2,adjective,
nutritional,,C1,adjective,
occasional,,C1,adjective,
official,JOB/DUTIES,C2,adjective,
official,KNOWN,C2,adjective,
official,NOT TRUE,C2,adjective,
isolated,FAR AWAY,C1,adjective,
isolated,ALONE,C1,adjective,
limited,WITHIN RANGE,B2,adjective,
muddled,,C2,adjective,
innocent,NOT INTENDED TO HARM,C2,adjective,
negligent,,C2,adjective,
non-existent,,C1,adjective,
later,IN THE FUTURE,B2,adjective,
later,TOWARDS THE END,C2,adjective,
later,RECENT,C2,adjective,
later,IN THE FUTURE,A2,adverb,
meaningful,USEFUL,B2,adjective,
meaningful,WITH MEANING,B2,adjective,
merciful,,C2,adjective,
invisible,,B2,adjective,
ironic,,C2,adjective,
linguistic,,C1,adjective,
magnetic,METAL,C1,adjective,
materialistic,,C2,adjective,
nostalgic,,C2,adjective,
leading,,B2,adjective,
living,,B2,adjective,
long-lasting,,C2,adjective,
long-running,,C2,adjective,
missing,LOST,A2,adjective,
missing,NOT INCLUDED,B1,adjective,
neighbouring,,B2,adjective,
never-ending,,C1,adjective,
longing,,C2,noun,
meaning,PURPOSE,B2,noun,
interpretation,EXPLANATION,C2,noun,
interpretation,STORY/MUSIC,C2,noun,
materialist,,C2,adjective,
innovative,,C1,adjective,
intensive,,B2,adjective,
negative,GRAMMAR,A2,adjective,
needless,,C2,adjective,
likely,,B1,adjective,
lonely,PLACE,B2,adjective,
monthly,,B1,adjective,
innocently,,B2,adverb,
instantly,,B2,adverb,
intensely,VERY,C2,adverb,
intensively,,C1,adverb,
interestingly,,C1,adverb,
internally,,C1,adverb,
ironically,,C2,adverb,
jointly,,C1,adverb,
lastly,,B2,adverb,
lately,,B1,adverb,
lightly,GENTLY,B1,adverb,
lightly,NOT MUCH,C1,adverb,
likely,,C1,adverb,
literally,,B2,adverb,
logically,,C2,adverb,
loudly,,B1,adverb,
magnificently,,C1,adverb,
modestly,BY SMALL AMOUNT,C1,adverb,
modestly,NOT PROUDLY,C2,adverb,
morally,,B2,adverb,
mostly,,B1,adverb,
mysteriously,,C1,adverb,
narrowly,,B2,adverb,
naturally,AS EXPECTED,B2,adverb,
naturally,NORMALLY,B2,adverb,
nearly,ALMOST,A2,adverb,
neatly,,C1,adverb,
newly,,B2,adverb,
normally,USUALLY,B1,adverb,
normally,ORDINARY,B2,adverb,
notably,,C1,adverb,
noticeably,,C1,adverb,
objectively,,C1,adverb,
obviously,,B1,adverb,
occasionally,,B2,adverb,
oddly,,C2,adverb,
officially,,C1,adverb,
meticulous,,C2,adjective,
mysterious,,B2,adjective,
notorious,,C1,adjective,
nutritious,,C1,adjective,
obvious,,B1,adjective,
membership,PEOPLE,C1,noun,
juicy,WITH JUICE,B1,adjective,
juicy,EXCITING,C2,adjective,
lazy,RELAXED,B2,adjective,
lengthy,,C1,adjective,
lucky,GOOD THINGS,A2,adjective,
lucky,GIVING LUCK,B1,adjective,
messy,,B1,adjective,
mighty,,C2,adjective,
muddy,,B2,adjective,
noisy,,A2,adjective,
instant,,B2,adjective,
intact,,C2,adjective,
interim,,C2,adjective,
intimate,PRIVATE,C2,adjective,
intimate,SMALL,C2,adjective,
intransitive,,B2,adjective,
joint,,B2,adjective,
junior,LOW RANK,B2,adjective,
junior,YOUNG PEOPLE,B2,adjective,
just,,C1,adjective,
justifiable,,C2,adjective,
justified,,C1,adjective,
juvenile,,C1,adjective,
keen,VERY GOOD,C1,adjective,
known,FAMILIAR,B2,adjective,
last,MOST RECENT,A2,adjective,
last,ONE BEFORE PRESENT,A2,adjective,
last,FINAL,A2,adjective,
last-minute,,B2,adjective,
late,AFTER,A1,adjective,
late,NEAR THE END,A1,adjective,
late,DEAD,C2,adjective,
latest,,A2,adjective,
latter,,B2,adjective,
lavish,,C2,adjective,
legendary,FAMOUS,C1,adjective,
legendary,OLD,C1,adjective,
legitimate,REASONABLE,C2,adjective,
lethal,,C2,adjective,
lifelong,,C2,adjective,
light,BRIGHT,B1,adjective,
literate,,C2,adjective,
little,NOT IMPORTANT,B1,adjective,
little,SHORT,B2,adjective,
local,,B1,adjective,
long,TIME,A1,adjective,
long-distance,,B2,adjective,
long-term,,B2,adjective,
long-time,,C1,adjective,
loose,CLOTHES,B1,adjective,
loose,NOT FIXED,B2,adjective,
loose,NOT EXACT,C2,adjective,
lost,PERSON,A2,adjective,
lost,OBJECT,B1,adjective,
lost,NEW SITUATION,C1,adjective,
low,SOUND,B2,adjective,
low,NOT IMPORTANT,C1,adjective,
magic,ENTERTAINMENT,A2,adjective,
magic,SPECIAL POWERS,B1,adjective,
mainstream,,C2,adjective,
major,,B2,adjective,
male,,B1,adjective,
masculine,,C1,adjective,
mass,,C1,adjective,
mean,AVERAGE,C2,adjective,
middle-class,,C1,adjective,
miniature,,C2,adjective,
minor,,B2,adjective,
minute,EXACT,C2,adjective,
mistaken,,C1,adjective,
modern,NEW,A2,adjective,
modern,NOW,B1,adjective,
moral,BELIEFS,B2,adjective,
moral,GOOD BEHAVIOUR,C1,adjective,
multiple,,C1,adjective,
mutual,OPINION,C1,adjective,
mutual,FRIEND/INTEREST,C1,adjective,
naked,NO CLOTHES,B2,adjective,
naked,NOT HIDDEN,C1,adjective,
narrow,LIMITED,C2,adjective,
nationwide,,B2,adjective,
native,PLACE BORN,B2,adjective,
native,FIRST PEOPLE,B2,adjective,
native,ANIMALS AND PLANTS,C2,adjective,
near,CHARACTERISTIC,C2,adjective,
neat,TIDY,B1,adjective,
necessary,,B1,adjective,
neutral,INDEPENDENT,C1,adjective,
neutral,COLOUR,C1,adjective,
new,NOT KNOWN BEFORE,A1,adjective,
new,DIFFERENT,A1,adjective,
next,AFTER,A2,adjective,
next,NEAR,A2,adjective,
next-door,,B1,adjective,
noble,SOCIAL GROUP,C1,adjective,
north,,A2,adjective,
northeast,,B1,adjective,
northern,,B1,adjective,
northwest,,B1,adjective,
nuclear,POWER,B2,adjective,
nuclear,WEAPONS,B2,adjective,
obese,,C1,adjective,
obligatory,COMPULSORY,C1,adjective,
obligatory,EXPECTED,C2,adjective,
obsolete,,C1,adjective,
odd,STRANGE,B2,adjective,
off,STOPPED,C2,adjective,
instead,,A2,adverb,
just,RECENTLY,A2,adverb,
just,ALMOST NOW,A2,adverb,
just,ALMOST NOT,B1,adverb,
just,EXACTLY,B1,adverb,
knowingly,INTENTIONALLY,C2,adverb,
knowingly,SHOWING KNOWLEDGE,C2,adverb,
last,MOST RECENT,B1,adverb,
last,AFTER ALL OTHERS,B2,adverb,
late,AFTER,A2,adverb,
